,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,price,evaluation_datetime,fuel,gear,ac,gps,color
1035,BMW,Polo,  2009_year ,2009-12-11,,116.0,2,3670.0,2108.0,1621,79087.0,85.0,7403,2018-04-11 13:07:41,Benzin,Auto_or_Hybrid,Auto,,brown
1036,Seat,X5,  2012_year ,2012-10-26,1.0,243.0,1,3756.0,2064.0,1713,160808.0,179.0,11704,2018-07-23 16:37:58,Diesel,Auto_or_Hybrid,Auto,Big,brown
1037,Toyota,S 60,  2005_year ,2005-09-02,,143.0,2,3756.0,2184.0,1457,157574.0,105.0,2914,2018-06-21 16:02:58,Diesel,Manual,Auto,,silver
1038,Citroen,207,  2005_year ,2005-10-20,,203.0,2,3643.0,2213.0,1491,147837.0,149.0,3309,2018-06-21 18:09:42,Diesel,Manual,Auto,,brown
1039,BMW,i30,  2005_year ,2006-01-09,,105.0,1,3740.0,2202.0,1833,290305.0,77.0,2072,2018-07-24 19:36:16,Diesel,Manual,Manual,,purple
1040,Citroen,M-Klasse,  2012_year ,2012-10-31,,197.0,2,4116.0,1779.0,1421,36230.0,145.0,19199,2018-05-19 12:45:00,Diesel,Auto_or_Hybrid,Auto,Big,brown
1041,BMW,Twingo,  2011_year ,2011-04-07,,168.0,2,3856.0,2267.0,1686,89630.0,123.0,9755,2018-07-04 15:48:24,Benzin,Manual,Manual,,red
1042,Citroen,500,  2004_year ,2004-04-21,,148.0,2,3670.0,2216.0,1409,432735.0,109.0,727,2018-06-19 10:31:38,Diesel,Manual,Auto,Small,purple
1043,Land Rover,A5,  2007_year ,2008-02-21,,149.0,2,3715.0,2222.0,1427,261472.0,109.0,4306,2018-10-19 17:35:33,Diesel,Manual,Auto,Big,red
1044,BMW,i30,  2009_year ,2009-08-05,,120.0,2,3635.0,2017.0,1833,121969.0,88.0,5341,2018-06-09 12:54:39,Diesel,Manual,,,purple
1045,Audi,Avensis,  2007_year ,2007-06-15,,112.0,2,3628.0,1985.0,1548,223683.0,83.0,3045,2018-07-16 09:45:36,Diesel,Manual,Auto,,red
1046,Fiat,5er,  2013_year ,2013-04-30,,107.0,2,4106.0,1901.0,1557,50936.0,79.0,13906,2018-06-10 14:54:45,Benzin,Auto_or_Hybrid,Manual,,white
1047,Kia,Evoque,  2009_year ,2009-05-13,,85.0,2,3573.0,2296.0,1488,149917.0,63.0,2241,2018-05-24 14:33:52,Benzin,Manual,Manual,,purple
1048,Citroen,B-Klasse,  2005_year ,2006-01-03,1.0,204.0,1,3651.0,1988.0,1715,235334.0,150.0,6145,2018-05-08 15:41:49,Diesel,Auto_or_Hybrid,Auto,Big,red
1049,Land Rover,C-Max,  2008_year ,2008-05-27,,127.0,1,3528.0,2349.0,1423,141757.0,93.0,3881,2018-09-16 09:35:46,Diesel,Manual,Auto,,brown
1050,Audi,RAV 4,  2009_year ,2009-12-16,1.0,116.0,2,3916.0,2002.0,1710,77621.0,86.0,8861,2018-04-11 09:32:24,Diesel,Manual,Auto,,brown
1051,BMW,5,  2007_year ,2007-07-20,,120.0,2,3509.0,2053.0,1635,156067.0,88.0,4208,2018-06-06 08:21:06,Benzin,Manual,Auto,Big,brown
1052,Kia,A4,  2001_year ,2001-11-29,,92.0,2,3632.0,2089.0,1425,58699.0,67.0,1611,2018-05-06 12:23:24,Benzin,Auto_or_Hybrid,Manual,,brown
1053,Land Rover,A5,  2006_year ,2006-02-10,1.0,145.0,2,3688.0,1937.0,1428,143049.0,107.0,7053,2018-06-07 10:34:44,Benzin,Manual,Auto,Big,brown
1054,Land Rover,XC 60,  2008_year ,2008-04-07,1.0,322.0,2,3771.0,2211.0,1737,177191.0,238.0,11216,2018-05-02 18:54:09,Diesel,Auto_or_Hybrid,Auto,Big,silver
1055,BMW,Megane,  2014_year ,2014-04-11,,108.0,2,3914.0,2232.0,1481,117717.0,79.0,10014,2018-07-25 19:53:05,Benzin,Auto_or_Hybrid,Auto,Big,black
1056,Kia,Evoque,  2003_year ,2003-11-24,,59.0,2,3405.0,2294.0,1440,171111.0,43.0,780,2018-05-01 14:49:19,Benzin,Manual,Auto,,brown
1057,Nissan,Superb,  2004_year ,2004-03-31,1.0,129.0,2,3678.0,2054.0,1710,227422.0,94.0,3499,2018-07-28 12:35:06,Benzin,Auto_or_Hybrid,Auto,,silver
1058,Fiat,5er,  2006_year ,2006-11-20,,152.0,2,3730.0,2104.0,1603,200831.0,112.0,3175,2018-09-16 09:26:13,Diesel,Manual,Manual,,brown
1059,Seat,Leon,  2003_year ,2003-08-15,1.0,179.0,2,3757.0,2184.0,1743,212779.0,131.0,3587,2018-10-01 11:09:13,Benzin,Auto_or_Hybrid,Manual,,purple
1060,Land Rover,Clio,  2014_year ,2014-12-19,1.0,264.0,2,4049.0,2080.0,1391,72327.0,194.0,25963,2018-09-28 14:14:21,Diesel,Auto_or_Hybrid,Auto,Big,red
1061,Dacia,Kuga,  2012_year ,2012-06-19,,190.0,2,3933.0,2004.0,1451,142490.0,140.0,10146,2018-07-11 14:14:20,Diesel,Manual,Auto,Big,white
1062,BMW,Insignia,  2012_year ,2012-08-09,,137.0,2,3848.0,2204.0,1516,142044.0,101.0,9658,2018-05-06 13:00:47,Diesel,Auto_or_Hybrid,Auto,Big,red
1063,Seat,Grande Punto,  2007_year ,2009-01-20,,187.0,2,3857.0,2123.0,1604,187000.0,137.0,5928,2018-06-03 10:11:18,Diesel,Auto_or_Hybrid,Auto,,brown
1064,Audi,Passat,  2006_year ,2006-03-27,,149.0,2,3643.0,2100.0,1430,127570.0,109.0,3687,2018-07-04 10:55:37,Benzin,Manual,Auto,,purple
1065,Citroen,207,  2011_year ,2011-09-08,,303.0,2,4043.0,1965.0,1462,101546.0,222.0,18616,2018-07-26 10:25:50,Diesel,Auto_or_Hybrid,Auto,Big,brown
1066,BMW,Touareg,  2014_year ,2014-02-27,,156.0,2,4512.0,1685.0,1970,97641.0,115.0,24716,2018-05-06 15:36:04,Diesel,Auto_or_Hybrid,Auto,Big,red
1067,Citroen,207,  2010_year ,2010-03-12,1.0,263.0,2,3894.0,2259.0,1491,254622.0,193.0,6042,2018-09-07 09:12:22,Diesel,Auto_or_Hybrid,Auto,Big,brown
1068,Nissan,Superb,  2004_year ,2004-05-19,1.0,143.0,2,3617.0,2083.0,1710,156034.0,105.0,3174,2018-07-12 13:29:38,Benzin,Manual,Auto,,brown
1069,BMW,Q5,  2010_year ,2010-05-07,,109.0,2,3600.0,2265.0,1504,181766.0,80.0,4598,2018-10-16 10:52:49,Diesel,Auto_or_Hybrid,Auto,,purple
1070,Audi,1er,  2008_year ,2008-11-28,,124.0,2,3582.0,2014.0,1500,157434.0,90.0,2618,2018-06-10 13:42:00,Diesel,Manual,Manual,,brown
1071,Land Rover,Clio,  2009_year ,2009-05-12,,239.0,2,3885.0,2217.0,1383,66367.0,176.0,12148,2018-09-14 09:20:13,Benzin,Auto_or_Hybrid,Auto,Big,red
1072,Audi,Passat,  2011_year ,2011-07-11,,60.0,2,3562.0,2059.0,1481,87422.0,44.0,2851,2018-08-26 09:50:11,Benzin,Manual,Manual,,purple
1073,Audi,1er,  2008_year ,2008-06-27,,222.0,2,3637.0,2308.0,1447,150145.0,164.0,5170,2018-06-26 16:31:32,Benzin,Manual,Auto,Big,red
1074,Opel,Ibiza,  2013_year ,2013-06-21,,152.0,2,3914.0,2244.0,1523,118666.0,112.0,9941,2018-08-21 12:09:57,Diesel,Manual,Auto,Big,white
1075,Dacia,Kuga,  2006_year ,2006-07-19,,119.0,2,3452.0,2420.0,1455,230683.0,88.0,2298,2018-04-04 11:25:24,Diesel,Manual,Manual,,purple
1076,Smart,Punto,  2005_year ,2005-11-15,,80.0,2,3681.0,2197.0,1416,137872.0,59.0,2570,2018-05-12 14:26:17,Benzin,Manual,Manual,,brown
1077,Fiat,C5,  2010_year ,2010-09-10,,189.0,2,3783.0,2134.0,1515,122565.0,138.0,13905,2018-05-26 16:13:22,Benzin,Auto_or_Hybrid,Auto,Big,brown
1078,Fiat,5er,  2006_year ,2006-11-20,,126.0,2,3666.0,2088.0,1603,78705.0,93.0,5701,2018-04-19 13:24:15,Benzin,Auto_or_Hybrid,Auto,,red
1079,Dacia,Yeti,  2015_year ,2015-11-24,,103.0,2,3710.0,1927.0,1793,21252.0,76.0,14042,2018-08-13 09:00:05,Benzin,Manual,Manual,,white
1080,Land Rover,A5,  2003_year ,2003-04-23,,126.0,2,3503.0,2201.0,1428,182755.0,93.0,1784,2018-05-22 15:32:01,Benzin,Manual,Auto,,silver
1081,Audi,Passat,  2007_year ,2007-10-01,,78.0,1,3682.0,2077.0,1437,133183.0,57.0,1353,2018-10-15 16:43:45,Diesel,Manual,,,black
1082,BMW,5,  2005_year ,2005-09-23,,130.0,2,3765.0,2414.0,1652,190790.0,95.0,2914,2018-04-28 18:10:37,Benzin,Manual,Auto,Small,black
1083,Dacia,T5,  2014_year ,2014-10-01,,174.0,2,3828.0,1864.0,1529,107343.0,128.0,16008,2018-09-03 16:52:48,Diesel,Auto_or_Hybrid,Auto,Big,white
1084,BMW,V 50,  2004_year ,2005-01-18,1.0,153.0,2,3632.0,2229.0,1726,236556.0,112.0,4346,2018-09-24 15:57:06,Diesel,Auto_or_Hybrid,Auto,Big,brown
1085,Land Rover,C-Max,  2010_year ,2010-08-26,,94.0,2,3721.0,2193.0,1423,139456.0,69.0,6641,2018-04-11 10:23:26,Diesel,Manual,Auto,Big,silver
1086,Audi,Passat,  2007_year ,2007-07-09,,67.0,2,3740.0,2231.0,1437,32204.0,49.0,2404,2018-06-13 14:21:29,Diesel,Manual,,,brown
1087,Dacia,307,  2014_year ,2014-02-27,,85.0,2,3840.0,2203.0,1498,33250.0,63.0,6114,2018-06-10 14:36:52,Benzin,Manual,Manual,,purple
1088,Fiat,C5,  2003_year ,2003-01-17,,190.0,2,3639.0,2028.0,1449,326437.0,139.0,3963,2018-09-01 11:25:13,Diesel,Auto_or_Hybrid,Auto,Big,purple
1089,Porsche,Golf VI,  2006_year ,2006-02-03,,61.0,1,3623.0,2266.0,1490,206136.0,45.0,714,2018-04-19 11:57:56,Benzin,Manual,Manual,,brown
1090,Land Rover,C-Max,  2009_year ,2009-06-18,,89.0,1,3880.0,2038.0,1421,77782.0,66.0,8646,2018-05-01 11:55:00,Benzin,Manual,Auto,,brown
1091,Dacia,307,  2013_year ,2013-06-25,,80.0,2,3550.0,2327.0,1498,51299.0,59.0,7163,2018-06-18 15:59:44,Benzin,Manual,Auto,,red
1092,Audi,1er,  2004_year ,2005-06-30,,114.0,2,3564.0,2334.0,1497,111859.0,84.0,2165,2018-05-31 16:00:32,Benzin,Manual,Auto,,black
1093,Kia,Evoque,  2012_year ,2012-06-29,,79.0,2,3867.0,2351.0,1488,57189.0,58.0,6181,2018-05-20 09:17:08,Benzin,Manual,Manual,Big,white
1094,Citroen,500,  2003_year ,2003-06-10,,162.0,2,3680.0,2016.0,1409,157538.0,119.0,1688,2018-07-28 12:57:23,Benzin,Manual,Auto,,red
1095,Kia,Evoque,  2007_year ,2007-06-12,,92.0,2,3640.0,2108.0,1488,93211.0,67.0,2584,2018-04-26 13:24:18,Benzin,Manual,Manual,,brown
1096,Citroen,M-Klasse,  2007_year ,2007-12-20,,230.0,2,3690.0,2038.0,1421,213854.0,168.0,4329,2018-05-03 09:57:01,Diesel,Manual,Auto,,brown
1097,Fiat,Corsa,  1999_year ,1999-10-08,1.0,186.0,2,3533.0,2008.0,1776,157627.0,136.0,1459,2018-05-22 17:24:24,Benzin,Auto_or_Hybrid,Manual,,purple
1098,Land Rover,C-Max,  2014_year ,2014-09-10,1.0,197.0,2,4140.0,1833.0,1416,81110.0,144.0,22970,2018-06-23 18:06:16,Benzin,Auto_or_Hybrid,Auto,Big,black
1099,Citroen,500,  2014_year ,2014-03-11,,247.0,2,4214.0,1993.0,1508,77099.0,182.0,20007,2018-08-20 14:19:23,Diesel,Auto_or_Hybrid,Auto,Big,red
1100,Citroen,207,  2009_year ,2009-06-17,1.0,206.0,2,3662.0,2046.0,1491,256093.0,152.0,4391,2018-04-23 18:41:14,Diesel,Auto_or_Hybrid,Auto,Big,silver
1101,Kia,Evoque,  2006_year ,2006-04-12,,72.0,2,3673.0,2224.0,1440,116665.0,53.0,2330,2018-07-18 18:05:31,Benzin,Manual,Auto,,red
1102,Land Rover,Civic,  2010_year ,2010-06-25,1.0,273.0,2,3970.0,2245.0,1463,157410.0,200.0,11767,2018-05-09 13:36:39,Diesel,Auto_or_Hybrid,Auto,Big,red
1103,BMW,CR-V,  2007_year ,2007-07-20,1.0,253.0,2,3887.0,2059.0,1465,75768.0,186.0,19909,2018-08-12 15:12:14,Benzin,Auto_or_Hybrid,Auto,Big,purple
1104,Citroen,207,  2003_year ,2003-11-05,,165.0,2,3622.0,2147.0,1445,164982.0,121.0,4193,2018-06-08 10:08:39,Diesel,Auto_or_Hybrid,Auto,Big,red
1105,Honda,Zafira,  2004_year ,2004-02-23,,125.0,2,3634.0,2121.0,1424,9541.0,93.0,3887,2018-08-10 09:28:10,Benzin,Manual,Auto,Big,silver
1106,BMW,Twingo,  2008_year ,2009-01-16,1.0,138.0,2,3784.0,2130.0,1686,250146.0,101.0,5850,2018-06-04 19:51:27,Diesel,Manual,Manual,,red
1107,BMW,Q5,  2012_year ,2012-05-10,1.0,286.0,2,3909.0,1863.0,1461,106279.0,211.0,18075,2018-05-11 09:32:57,Benzin,Manual,Auto,Big,purple
1108,Audi,Passat,  2013_year ,2013-07-26,,88.0,2,3804.0,2185.0,1495,29324.0,64.0,7993,2018-09-17 10:07:29,Benzin,Manual,Manual,,white
1109,BMW,Twingo,  2009_year ,2009-01-30,1.0,172.0,2,3960.0,2035.0,1686,108398.0,126.0,8329,2018-06-05 08:31:09,Benzin,Manual,Auto,Big,red
1110,BMW,5,  2007_year ,2007-12-20,,131.0,2,3640.0,2328.0,1670,210387.0,96.0,5147,2018-08-31 11:53:30,Diesel,Manual,Auto,Big,red
1111,Citroen,500,  2010_year ,2010-04-21,,187.0,2,3933.0,2222.0,1421,168262.0,137.0,7394,2018-07-30 11:16:31,Diesel,Auto_or_Hybrid,Auto,Big,brown
1112,BMW,206,  2008_year ,2009-02-02,,81.0,2,3810.0,2247.0,1467,128165.0,60.0,2849,2018-09-22 17:14:05,Benzin,Manual,Auto,,purple
1113,BMW,Twingo,  2012_year ,2012-04-10,1.0,155.0,2,3796.0,1965.0,1703,78161.0,115.0,14613,2018-07-16 13:26:40,Benzin,Manual,Auto,Big,red
1114,Ford,6,  2011_year ,2011-10-28,,99.0,2,3581.0,2044.0,1480,94875.0,72.0,5070,2018-05-19 15:02:36,Benzin,Manual,Manual,,red
1115,Honda,A3,  2005_year ,2005-08-26,,126.0,2,3719.0,2367.0,1373,171528.0,91.0,706,2018-07-26 15:20:43,Benzin,Manual,Auto,,red
1116,Citroen,500,  2003_year ,2004-03-11,,166.0,2,3761.0,2214.0,1369,275023.0,122.0,1667,2018-06-24 16:58:29,Diesel,Manual,Auto,,red
1117,Kia,Fiesta,  2011_year ,2011-07-07,,110.0,2,3524.0,2054.0,1645,101534.0,81.0,5319,2018-11-14 17:28:36,Diesel,Manual,Auto,Big,red
1118,Fiat,Octavia,  2007_year ,2007-11-30,,139.0,2,3506.0,2034.0,1593,70662.0,103.0,4593,2018-09-27 11:35:47,Benzin,Auto_or_Hybrid,Manual,Big,purple
1119,Kia,A4,  2003_year ,2003-09-30,,135.0,1,3432.0,2097.0,1390,140246.0,99.0,399,2018-10-01 16:28:19,Benzin,Manual,Manual,,purple
1120,Volkswagen,Tiguan,  2009_year ,2009-10-23,,127.0,1,3807.0,2323.0,1525,148440.0,94.0,3554,2018-06-15 15:29:29,Benzin,Manual,Manual,,brown
1121,Peugeot,Golf IV,  2011_year ,2013-02-01,,138.0,2,3746.0,1951.0,1645,66690.0,102.0,13623,2018-05-04 18:25:07,Diesel,Manual,Auto,Big,white
1122,Land Rover,A5,  2008_year ,2008-11-24,,144.0,2,3724.0,2156.0,1436,215522.0,105.0,7320,2018-08-30 10:38:45,Diesel,Auto_or_Hybrid,Auto,,red
1123,Citroen,M-Klasse,  2007_year ,2007-06-26,,164.0,2,3743.0,2186.0,1421,203448.0,120.0,3034,2018-04-16 12:17:40,Diesel,Manual,Manual,,brown
1124,Opel,Focus,  2015_year ,2015-02-27,,75.0,2,3536.0,2184.0,1448,36830.0,56.0,6458,2018-10-01 12:58:48,Benzin,Manual,Manual,Big,red
1125,Fiat,C5,  2005_year ,2006-02-18,,261.0,2,3770.0,2301.0,1449,82142.0,192.0,6835,2018-10-17 15:16:57,Benzin,Auto_or_Hybrid,Auto,,brown
1126,Citroen,M-Klasse,  2004_year ,2005-02-21,,162.0,2,3615.0,2318.0,1430,109541.0,119.0,4611,2018-05-30 09:55:44,Benzin,Manual,Auto,Big,brown
1127,BMW,Polo,  2008_year ,2008-08-06,,95.0,2,3792.0,2160.0,1580,132395.0,69.0,4042,2018-05-28 15:41:03,Diesel,Manual,Auto,,purple
1128,Honda,Zafira,  2003_year ,2004-01-15,,130.0,2,3509.0,2010.0,1424,136601.0,97.0,1573,2018-04-30 08:32:11,Benzin,Manual,Auto,Mobile,red
1129,Ford,6,  2010_year ,2010-09-20,,105.0,2,3727.0,2150.0,1480,107316.0,76.0,3756,2018-06-05 18:02:48,Benzin,Manual,Manual,,red
1130,Fiat,C5,  2013_year ,2013-08-14,,299.0,2,4327.0,1917.0,1472,59288.0,220.0,27125,2018-08-04 09:19:49,Benzin,Auto_or_Hybrid,Auto,Big,brown
1131,Honda,911,  2009_year ,2009-04-21,,79.0,2,3494.0,2247.0,1472,90028.0,59.0,1907,2018-07-06 17:13:42,Benzin,Manual,Manual,,purple
1132,Honda,911,  2007_year ,2007-06-22,,119.0,2,3426.0,2289.0,1397,161354.0,88.0,1566,2018-08-28 13:56:05,Benzin,Manual,Manual,,purple
1133,Fiat,Corsa,  2012_year ,2012-07-17,1.0,223.0,2,4182.0,1761.0,1796,91171.0,163.0,21093,2018-08-30 09:45:42,Diesel,Auto_or_Hybrid,Auto,Big,red
1134,Suzuki,Touran,  2006_year ,2006-12-22,,113.0,2,3482.0,2310.0,1700,313383.0,82.0,676,2018-06-20 10:15:44,Diesel,Manual,Auto,,silver
1135,BMW,Insignia,  2011_year ,2011-10-04,,133.0,2,3878.0,1987.0,1470,161599.0,98.0,6456,2018-11-11 15:18:00,Diesel,Manual,Manual,,brown
1136,Kia,E-Klasse,  2005_year ,2006-03-10,,109.0,2,3703.0,2332.0,1624,148515.0,81.0,2224,2018-09-09 16:12:01,Benzin,Manual,Manual,,silver
1137,Seat,X5,  2009_year ,2010-09-15,,161.0,2,3827.0,2010.0,1713,122810.0,119.0,10579,2018-09-23 14:32:12,Diesel,Manual,Auto,Big,silver
1138,Suzuki,Touran,  2012_year ,2012-07-02,,101.0,2,3722.0,2259.0,1700,179336.0,75.0,4969,2018-06-07 16:53:29,Diesel,Manual,Auto,,silver
1139,Citroen,B-Klasse,  2005_year ,2005-08-05,1.0,218.0,2,3699.0,1983.0,1715,299891.0,160.0,4401,2018-05-30 10:01:24,Diesel,Auto_or_Hybrid,Auto,Big,red
1140,Dacia,Yeti,  2010_year ,2010-12-14,1.0,158.0,2,3845.0,2104.0,1691,200647.0,116.0,7252,2018-09-09 08:23:05,Diesel,Manual,Auto,Big,red
1141,Citroen,B-Klasse,  2003_year ,2003-06-27,1.0,243.0,2,3664.0,2251.0,1707,163191.0,179.0,4995,2018-05-14 10:16:34,Benzin,Auto_or_Hybrid,Auto,Big,red
1142,Citroen,B-Klasse,  2006_year ,2006-03-23,1.0,376.0,2,3606.0,2046.0,1688,211845.0,277.0,5595,2018-06-30 10:24:18,Benzin,Auto_or_Hybrid,Auto,,red
1143,BMW,5,  2004_year ,2004-02-10,,100.0,2,3511.0,2352.0,1635,289622.0,74.0,1993,2018-05-16 09:26:25,Diesel,Manual,Manual,Mobile,brown
1144,Citroen,B-Klasse,  2010_year ,2010-06-30,1.0,300.0,2,4251.0,1934.0,1776,35607.0,221.0,22031,2018-11-11 19:09:49,Benzin,Auto_or_Hybrid,Auto,Big,purple
1145,Land Rover,A5,  2007_year ,2007-09-27,,160.0,2,3664.0,2205.0,1427,129319.0,117.0,5778,2018-05-29 16:34:31,Diesel,Manual,Auto,Big,red
1146,Audi,RAV 4,  2008_year ,2008-11-28,1.0,138.0,2,3679.0,2094.0,1710,250400.0,102.0,6322,2018-06-13 08:16:30,Diesel,Manual,Manual,,red
1147,Honda,911,  2010_year ,2010-12-10,,133.0,2,3495.0,2183.0,1527,143624.0,98.0,3900,2018-04-20 15:19:39,Benzin,Auto_or_Hybrid,Manual,Big,brown
1148,Kia,Evoque,  2009_year ,2009-11-16,,54.0,2,3674.0,2263.0,1488,96389.0,39.0,2246,2018-06-13 16:05:48,Benzin,Manual,,,purple
1149,Dacia,Yeti,  2009_year ,2010-09-28,1.0,143.0,2,3650.0,2113.0,1691,101404.0,105.0,8717,2018-05-13 13:45:03,Diesel,Manual,Auto,,purple
1150,Citroen,500,  2011_year ,2011-07-11,,339.0,2,3842.0,2095.0,1375,111577.0,250.0,15978,2018-09-06 13:59:14,Benzin,Auto_or_Hybrid,Auto,Big,gray
1151,Citroen,207,  2005_year ,2005-10-19,,223.0,2,3630.0,2151.0,1491,218838.0,164.0,4851,2018-04-29 18:47:33,Benzin,Manual,Auto,Big,red
1152,Citroen,500,  1999_year ,1999-10-04,,112.0,2,3482.0,2098.0,1415,114718.0,82.0,1498,2018-04-15 09:28:33,Benzin,Auto_or_Hybrid,Auto,,yellow
1153,Kia,Evoque,  2006_year ,2006-10-18,,77.0,2,3633.0,2089.0,1488,181878.0,57.0,2360,2018-06-07 18:32:36,Benzin,Manual,Manual,,brown
1154,Fiat,C-Klasse,  2002_year ,2002-04-25,,149.0,3,3513.0,2021.0,1465,276709.0,110.0,715,2018-07-25 14:22:27,Diesel,Auto_or_Hybrid,Auto,Big,yellow
1155,Audi,Sharan,  2012_year ,2012-02-28,,138.0,2,3734.0,2042.0,1684,104417.0,102.0,8212,2018-05-29 10:54:06,Diesel,Manual,Manual,,red
1156,BMW,Touareg,  2013_year ,2014-07-23,,136.0,1,3888.0,2164.0,1990,87936.0,100.0,10063,2018-05-07 11:36:41,Diesel,Manual,Manual,,brown
1157,Fiat,Octavia,  2011_year ,2011-09-05,,128.0,2,3602.0,2277.0,1593,95309.0,94.0,6960,2018-06-14 15:25:51,Benzin,Manual,Manual,,red
1158,Fiat,C5,  2010_year ,2010-08-12,,189.0,2,3809.0,1903.0,1393,63133.0,138.0,16234,2018-08-26 12:48:16,Benzin,Auto_or_Hybrid,Auto,Big,red
1159,Citroen,500,  2006_year ,2006-07-04,,139.0,2,3772.0,2399.0,1421,246864.0,103.0,2664,2018-09-09 12:10:53,Diesel,Manual,Auto,,brown
1160,Hyundai,X3,  2004_year ,2004-05-28,1.0,131.0,2,3568.0,2224.0,1680,238617.0,97.0,2065,2018-08-21 11:06:35,Diesel,Manual,Auto,,purple
1161,??,5,  2003_year ,2003-04-24,,106.0,1,3586.0,2391.0,1652,196419.0,79.0,2320,2018-04-24 12:43:26,Benzin,Manual,Manual,,brown
1162,Citroen,500,  2009_year ,2009-06-23,,136.0,2,3605.0,2199.0,1421,84178.0,100.0,7863,2018-05-15 19:22:51,Benzin,Auto_or_Hybrid,Auto,,beige
1163,Opel,Ibiza,  2012_year ,2012-06-29,,296.0,2,3900.0,2137.0,1423,91040.0,218.0,13857,2018-05-21 17:52:31,Benzin,Manual,Manual,,red
1164,BMW,Megane,  2013_year ,2013-09-24,,139.0,2,3898.0,1888.0,1452,36274.0,103.0,10174,2018-05-20 09:51:33,Benzin,Manual,Auto,Big,purple
1165,Citroen,500,  2007_year ,2007-03-13,,214.0,2,3793.0,1998.0,1395,148269.0,157.0,9117,2018-09-20 16:18:54,Benzin,Auto_or_Hybrid,Auto,Big,purple
1166,Opel,Ibiza,  2011_year ,2011-09-13,,123.0,2,3753.0,1958.0,1534,141409.0,91.0,5438,2018-08-18 10:12:05,Diesel,Manual,Auto,Big,red
1167,Dacia,Kuga,  2009_year ,2009-12-30,,123.0,2,3572.0,2256.0,1468,127083.0,91.0,5326,2018-07-13 16:00:44,Benzin,Manual,Manual,,red
1168,Citroen,207,  2006_year ,2006-02-14,,187.0,2,3577.0,2108.0,1468,171245.0,137.0,3609,2018-05-13 12:33:16,Benzin,Manual,Auto,Big,brown
1169,BMW,Insignia,  2002_year ,2002-02-06,,140.0,2,3683.0,2363.0,1498,259522.0,103.0,1036,2018-04-08 08:36:36,Benzin,Manual,Auto,,purple
1170,Honda,911,  2007_year ,2007-06-14,,129.0,1,3784.0,2133.0,1397,85612.0,94.0,3007,2018-05-22 16:07:09,Benzin,Manual,Auto,,silver
1171,BMW,206,  2013_year ,2014-09-04,,190.0,2,3928.0,2083.0,1458,32773.0,140.0,22359,2018-09-07 11:41:56,Benzin,Manual,Auto,Big,white
1172,Mercedes-Benz,Caddy,  2005_year ,2005-05-09,,52.0,2,3585.0,2062.0,1549,83608.0,39.0,1709,2018-09-15 11:12:50,Benzin,Auto_or_Hybrid,,,purple
1173,BMW,Insignia,  2005_year ,2005-05-17,,111.0,2,3513.0,2063.0,1472,181533.0,,2441,2018-07-23 12:24:44,Benzin,Manual,Auto,Big,silver
1174,Ford,6,  2013_year ,2013-06-21,,129.0,2,3652.0,2023.0,1470,63258.0,95.0,10319,2018-07-14 08:47:39,Benzin,Manual,Auto,Big,red
1175,BMW,Q5,  2011_year ,2011-06-01,,115.0,2,3688.0,2088.0,1480,77882.0,85.0,7595,2018-06-04 14:48:37,Benzin,Manual,Auto,,red
1176,Kia,Fiesta,  2003_year ,2003-05-05,,125.0,1,3481.0,2145.0,1684,63715.0,92.0,2722,2018-04-28 14:08:27,Benzin,Manual,Manual,,brown
1177,Fiat,Corsa,  2002_year ,2002-11-15,1.0,154.0,2,3688.0,2326.0,1820,253267.0,114.0,2143,2018-08-22 10:00:06,Diesel,Auto_or_Hybrid,Auto,,red
1178,Nissan,Superb,  2013_year ,2013-07-30,1.0,136.0,2,3954.0,1862.0,1685,117015.0,100.0,15462,2018-05-25 16:03:30,Diesel,Manual,Auto,,brown
1179,Fiat,C-Klasse,  2012_year ,2013-01-11,,146.0,2,3821.0,1955.0,1459,76015.0,108.0,14993,2018-04-20 15:59:03,Benzin,Manual,Auto,Big,brown
1180,Dacia,Kuga,  2011_year ,2011-12-15,,160.0,2,3540.0,2289.0,1468,191807.0,118.0,7571,2018-05-30 16:50:16,Diesel,Manual,Manual,Big,silver
1181,Land Rover,C-Max,  2009_year ,2009-11-26,,122.0,2,3817.0,1969.0,1423,119374.0,90.0,5331,2018-07-31 14:39:08,Benzin,Manual,,,gray
1182,Land Rover,Civic,  2007_year ,2007-06-26,1.0,228.0,2,3599.0,2336.0,1463,176539.0,168.0,6619,2018-07-20 12:20:11,Diesel,Auto_or_Hybrid,Auto,Big,silver
1183,Citroen,500,  2003_year ,2003-03-19,,118.0,2,3598.0,2460.0,1409,240138.0,87.0,850,2018-05-03 12:50:07,Benzin,Manual,Auto,,red
1184,Kia,E-Klasse,  2004_year ,2005-02-28,,115.0,2,3505.0,2056.0,1624,199192.0,85.0,685,2018-06-07 19:23:52,Diesel,Manual,Manual,,silver
1185,Citroen,500,  2004_year ,2004-04-21,,212.0,2,3743.0,2061.0,1409,82430.0,157.0,7045,2018-04-25 09:27:26,Benzin,Manual,Auto,Big,red
1186,Audi,Passat,  2016_year ,2016-07-27,,63.0,2,,2090.0,1495,14535.0,46.0,6827,2018-06-02 10:08:50,Benzin,Manual,,,white
